user_id,location,age
76383,"hewitt, new jersey, usa",57.0
134529,"blaine, minnesota, usa",41.0
143011,"calgary, alberta, canada",32.0
143610,"calgary, alberta, canada",
143715,"chicago, illinois, usa",32.0
215788,"newport beach, california, usa",
216122,"rancho santa margarita, california, usa",
220586,"richmond, british columbia, canada",
232801,"vancouver, british columbia, canada",24.0
239279,"livermore, california, usa",
270863,"mission, texas, usa",
22078,"huntsville, alabama, usa",
172952,"seattle, ,",
106595,"seattle, washington, usa",27.0
116122,"glendale heights, illinois, usa",31.0
209424,"hacienda heights, california, usa",33.0
217512,"proctor, vermont, usa",24.0
227037,"portland, oregon, usa",
3814,"langhorne, pennsylvania, usa",
19609,"jenkintown, pennsylvania, usa",28.0
40466,"west roxbury, massachusetts, usa",34.0
60335,"san francisco, california, usa",
83231,"martinez, california, usa",
103550,"portland, oregon, usa",52.0
135893,"lake jackson, texas, usa",47.0
149111,"needham, massachusetts, usa",
191546,"jacksonville, florida, usa",28.0
196775,"toronto, ontario, canada",
202133,"laurel, new york, usa",
237914,"port murray, new jersey, usa",34.0
248126,"modesto, california, usa",36.0
272887,"east greenwich, rhode island, usa",28.0
115572,"darlington, south carolina, usa",23.0
168464,"antioch, illinois, usa",11.0
260473,"zaragoza, spain, spain",27.0
152291,"rochester, minnesota, usa",
1021,"rowland, north carolina, usa",
3821,"scottdale, pennsylvania, usa",36.0
4370,"kingston, ontario, canada",46.0
5490,"lake charles, louisiana, usa",33.0
5722,"providence, rhode island, usa",23.0
7306,"carpinteria, california, usa",29.0
8613,"cincinnati, ohio, usa",69.0
13168,"burlington, vermont, usa",60.0
15788,"arnold, maryland, usa",
15874,"chicago, illinois, usa",
16068,"marysville, washington, usa",
17547,"twinsburg, ohio, usa",
18655,"port huron, michigan, usa",
21213,"jamaica plain, massachusetts, usa",
21876,"yellowstone national park, wyoming, usa",26.0
23182,"berkeley, california, usa",21.0
24348,"sacramento, california, usa",
27352,"st. louis, missouri, usa",
29141,"royersford, pennsylvania, usa",35.0
31434,"chandler, arizona, usa",
36798,"louisville, ,",56.0
39595,"fort lauderdale, florida, usa",41.0
40518,"wasilla, alaska, usa",
43426,"calgary, alberta, canada",32.0
44481,"macedonia, ohio, usa",
53443,"webster groves, missouri, usa",47.0
56278,"lakebay, ,",
59059,"sarasota, florida, usa",19.0
59612,"iowa city, iowa, usa",
60211,"pearland, texas, usa",
64073,"franklin, pennsylvania, usa",
67677,"pleasanton, california, usa",50.0
69981,"edmonton, alberta, canada",
70878,"kingston, ,",
71316,"long beach, california, usa",
71716,"americus, georgia, usa",36.0
73693,"montclair, new jersey, usa",52.0
75312,"katy, texas, usa",33.0
75535,"norristown, pennsylvania, usa",41.0
76810,"imperial beach, california, usa",
78573,"easley, south carolina, usa",23.0
81578,"kannapolis, north carolina, usa",32.0
81769,"pittsburgh, pennsylvania, usa",
82082,"sydney, new south wales, australia",32.0
86489,"toledo, ohio, usa",26.0
86552,"virginia beach, virginia, usa",38.0
93712,"wausau, wisconsin, usa",
95396,"rochester, new york, usa",
95506,"chester, cheshire, united kingdom",42.0
97875,"sitka, alaska, usa",30.0
98671,"ennis, montana, usa",
100172,"lexington park, maryland, usa",
100399,"hiram, ohio, usa",54.0
104939,"morehead, kentucky, usa",43.0
105917,"lebanon, ohio, usa",
107005,"denver, colorado, usa",54.0
107417,"florence, mississippi, usa",38.0
109728,"succasunna, new jersey, usa",41.0
113219,"new port richey, florida, usa",17.0
114565,"st. louis, missouri, usa",
114592,"milwaukee, wisconsin, usa",25.0
115413,"purcellville, virginia, usa",18.0
115622,"portland, ,",51.0
115724,"belleville, illinois, usa",
117130,"lincoln, nebraska, usa",30.0
124583,"marietta, georgia, usa",18.0
125859,"charlotte, north carolina, usa",
127673,"toronto, ontario, canada",33.0
128276,"los angeles, ,",
129648,"ottawa, ontario, canada",
130543,"surrey, british columbia, canada",22.0
132383,"willow grove, pennsylvania, usa",
135398,"alexandria, kentucky, usa",40.0
138954,"north platte, nebraska, usa",
140005,"washington, dc, usa",35.0
144355,"levittown, pennsylvania, usa",
146573,"tucson, arizona, usa",45.0
150587,"iowa city, iowa, usa",61.0
163510,"lafayette, colorado, usa",41.0
163512,"winston-salem, north carolina, usa",
164944,"lyon, rhone, france",23.0
170054,"ottawa, ,",
170499,"wadsworth, ohio, usa",26.0
170601,"lewis, iowa, usa",
170807,"columbus, ohio, usa",
170866,"winston-salem, north carolina, usa",
178123,"chandler, arizona, usa",
179330,"dallas, texas, usa",39.0
180540,"redlands, california, usa",21.0
181713,"saskatoon, saskatchewan, canada",25.0
183132,"albuquerque, new mexico, usa",
183146,"albuquerque, new mexico, usa",49.0
185163,"manotick, ,",
187584,"rock hill, ,",
187896,"surfside beach, south carolina, usa",70.0
192335,"drexel hill, pennsylvania, usa",
192644,"seattle, washington, usa",
194282,"libertyville, illinois, usa",46.0
196891,"quinton,, virginia, usa",63.0
198289,"new york city, new york, usa",45.0
202759,"chicago, illinois, usa",
205145,"lansdowne, pennsylvania, usa",
206871,"versailles, kentucky, usa",
207053,"virgil, ontario, canada",18.0
208715,"cantrall, illinois, usa",
209317,"raleigh, north carolina, usa",
209554,"oakland, california, usa",
218615,"snoqualmie, washington, usa",
219065,"daly city, , usa",
219631,"modesto, california, usa",
220608,"pasadena, california, usa",32.0
221557,"madison, ,",30.0
222210,"new york, new york, usa",
223164,"jacksonville, florida, usa",
223238,"kalamazoo, ,",21.0
226728,"charles town, west virginia, usa",37.0
226781,"toronto, ontario, canada",32.0
227467,"san francisco, california, usa",
228787,"issaquah, washington, usa",29.0
232002,"rome, georgia, usa",
233812,"voorhees, new jersey, usa",34.0
237433,"king of prussia, pennsylvania, usa",
237536,"hudson, ohio, usa",
240677,"palmetto, florida, usa",56.0
241815,"queens, new york, usa",
242098,"surrey, british columbia, canada",22.0
243490,"fort collins, colorado, usa",
245691,"rome, georgia, usa",
246088,"toronto, ontario, canada",67.0
246304,"manhattan, new york, usa",25.0
248525,"london, england, united kingdom",39.0
248726,"nantucket, massachusetts, usa",
252279,"battle ground, washington, usa",20.0
254153,"los angeles, california, usa",34.0
254320,"yukon, oklahoma, usa",
255858,"eugene, oregon, usa",23.0
257800,"north miami beach, florida, usa",
258342,"los angeles, california, usa",26.0
258614,"kyiv, kyiv, ukraine",
259006,"saginaw, michigan, usa",28.0
259258,"roberts, montana, usa",32.0
261593,"london, ontario, canada",36.0
263547,"descanso, california, usa",
267251,"fairbanks, alaska, usa",
269438,"toronto, ,",
269550,"burnaby, british columbia, canada",
270629,"greenwood, british columbia, canada",
271016,"green bay, wisconsin, usa",
271833,"charleston, south carolina, usa",
274701,"west vancouver, british columbia, canada",23.0
34375,"thunder bay, ontario, canada",15.0
160381,"marysville, california, usa",27.0
165495,"indaiatuba, são paulo, brazil",34.0
217934,"bennington, vermont, usa",46.0
236754,"bronx, new york, usa",25.0
91258,"north hollywood, california, usa",30.0
109004,"colorado springs, colorado, usa",
122883,"baltimore, maryland, usa",
137384,"le cellier, pays de la loire, france",32.0
141200,"san luis obispo, california, usa",18.0
141309,"saskatoon, saskatchewan, canada",27.0
152428,"christchurch, canterbury, new zealand",26.0
159211,"delft, zh,",30.0
186604,"mifflinburg, pennsylvania, usa",21.0
198114,"rochester, new york, usa",34.0
275519,"sandy, utah, usa",52.0
132786,"boulder, colorado, usa",42.0
153284,"olympia, washington, usa",
34801,"henderson, nevada, usa",47.0
57296,"aptos, california, usa",23.0
98381,"alexandria, virginia, usa",30.0
115678,"fridley, minnesota, usa",34.0
180580,"soquel, california, usa",
206219,"oliva de plasencia, cáceres, spain",19.0
6840,"gloucester, massachusetts, usa",17.0
34075,"plano, texas, usa",25.0
37512,"tulsa, oklahoma, usa",27.0
85069,"ocean springs, mississippi, usa",18.0
113266,"lisboa, lisboa, portugal",25.0
135673,"hafnarfjordur, reykjavik, iceland",26.0
139327,"liverpool, merseyside, united kingdom",24.0
161882,"lasalle, ontario, canada",49.0
167689,"lawrence, kansas, usa",23.0
167761,"new york, new york, usa",24.0
175978,"somewhere, new jersey, usa",27.0
187975,"camarillo, california, usa",26.0
261291,"wichita, kansas, usa",
265194,"blacksburg, virginia, usa",25.0
2738,"milano, lombardia, italy",32.0
5899,"ulm, baden-wuerttemberg, germany",25.0
20946,"vancouver, british columbia, canada",
25359,"poway, california, usa",38.0
34995,"dublin, lenister, ireland",
42491,"mountain view, california, usa",43.0
48305,"manchester, new hampshire, usa",
50129,"reynolds, ,",
59966,"central islip, new york, usa",16.0
68309,"brooklyn, new york, usa",43.0
69684,"philadelphia, pennsylvania, usa",33.0
72261,"riverton, new jersey, usa",21.0
73479,"fairview, west virginia, usa",16.0
74778,"cambridge, massachusetts, usa",
94630,"allegan, michigan, usa",
100697,"münchen, bayern, germany",29.0
129075,"iowa city, iowa, usa",39.0
131025,"commack, new york, usa",47.0
136908,"trento, trentino alto adige, italy",30.0
162946,"mountain view, california, usa",26.0
167944,"buffalo, ,",
186843,"gilroy, california, usa",42.0
190288,"porterville, california, usa",37.0
199871,"kokomo, indiana, usa",
215745,"münchen, bayern, germany",24.0
220371,"waltham, massachusetts, usa",18.0
230052,"grand rapids, michigan, usa",29.0
233906,"apo, alabama, usa",
236700,"porto alegre, rio grande do sul, brazil",
241627,"kansas city, missouri, usa",
244242,"truckee, california, usa",39.0
247002,"burlington, vermont, usa",29.0
177363,"roswell, georgia, usa",28.0
54578,"quincy, massachusetts,",
109639,"palatine, ,",22.0
28953,"woodville, wisconsin, usa",
20453,"minnedosa, manitoba, canada",31.0
177040,"cicero, new york, usa",27.0
37426,"carson city, nevada, usa",55.0
116555,"virginia, minnesota, usa",43.0
247958,"big river, california, usa",44.0
1259,"whistler, british columbia, canada",29.0
2030,"seabeck, washington, usa",31.0
23874,"cape town, western cape, south africa",
65409,"seattle, washington, usa",44.0
66129,"san diego, california, usa",29.0
68729,"ottawa, ontario, canada",58.0
70560,"jackson, wyoming, usa",51.0
87225,"ottawa, ontario, canada",
96038,"denver, colorado, usa",57.0
118871,"new york, new york, usa",
141699,"college station, texas, usa",
210057,"santa monica, california, usa",
220299,"mankato, minnesota, usa",43.0
225724,"austin, texas, usa",56.0
109278,"bronx, new york, usa",24.0
114085,"streamwood, illinois, usa",
8839,"toronto, ontario, canada",
15367,"houston, texas, usa",
23065,"plymouth, massachusetts, usa",26.0
32530,"simpsonville, south carolina, usa",36.0
46350,"granger, indiana, usa",
58529,"denver, colorado, usa",36.0
73795,"houston, ,",
88817,"alexandria, louisiana, usa",36.0
98525,"los angeles, california, usa",22.0
113322,"eagle lake, minnesota, usa",62.0
118606,"gresham, oregon, usa",
168376,"st. louis, missouri, usa",
173999,"lignières, neuchâtel, switzerland",33.0
191327,"brockville, ontario, canada",19.0
206675,"asheville, north carolina, usa",14.0
208555,"oakland, new jersey, usa",12.0
210535,"boyce, louisiana, usa",
223953,"vashon island, washington, usa",29.0
259625,"meridian, texas, usa",
260419,"fairview, oregon, usa",32.0
264892,"riverside, california, usa",23.0
7528,"arlington heights, illinois, usa",
72109,"frisco, texas, usa",41.0
122303,"arlington heights, illinois, usa",
133147,"portland, oregon, usa",
138783,"little rock, arkansas, usa",
188286,"vancouver, washington, usa",43.0
204393,"orlando, florida, usa",23.0
36933,"virginia beach, virginia, usa",29.0
46910,"victorville, california, usa",32.0
53319,"elk grove, california, usa",40.0
115993,"vancouver, british columbia, canada",
150026,"greenville, south carolina, usa",25.0
202706,"shelby township, michigan, usa",
273307,"san francisco, california, usa",
4228,"austin, texas, usa",41.0
8633,"waltham, massachusetts, usa",
16345,"howell, michigan, usa",
20183,"seattle, washington, usa",
20351,"saskatoon, saskatchewan, canada",
21050,"winter garden, florida, usa",43.0
23340,"cleveland, ohio, usa",
30554,"corvallis, oregon, usa",22.0
35966,"norfolk, virginia, usa",
36635,"o fallon, missouri, usa",30.0
36724,"st andrews, new brunswick, canada",
54193,"bartlesville, oklahoma, usa",27.0
59457,"hopkinton, massachusetts, usa",
61296,"augusta, georgia, usa",24.0
63965,"jonestown, texas, usa",24.0
84720,"arlington, massachusetts, usa",
85875,"dublin, california, usa",30.0
95269,"lawrence, kansas, usa",38.0
98736,"rossville, georgia, usa",29.0
98860,"plaistow, ,",
108155,"indianapolis, indiana, usa",29.0
109357,"leuven, vlaams-brabant, belgium",
113883,"dunn loring, virginia, usa",
123257,"circleville, ohio, usa",20.0
125885,"houston, texas, usa",
127893,"washington, dc, usa",32.0
129842,"portland, oregon, usa",
138176,"lansdale, pennsylvania, usa",35.0
142087,"madison, alabama, usa",50.0
145332,"calgary, alberta, canada",
145705,"bremo bluff, virginia, usa",
146281,"fremont, california, usa",28.0
151719,"lyons, colorado, usa",
152295,"portland, oregon, usa",
167556,"west hollywood, california, usa",33.0
179734,"greenville, texas, usa",26.0
189678,"stamford, connecticut, usa",43.0
195064,"elizabeth city, north carolina, usa",22.0
199113,"magalia, california, usa",
211568,"westboro, massachusetts, usa",51.0
217056,"peoria, arizona, usa",30.0
223954,"marina del rey, california, usa",34.0
229816,"trieste, friuli venezia giulia, italy",25.0
231503,"south lake tahoe, california, usa",
231993,"akron, ohio, usa",26.0
233225,"springfield, missouri, usa",22.0
240333,"sheffield, south yorkshire, united kingdom",33.0
241997,"montreal, quebec, canada",33.0
245851,"rochester, new york, usa",31.0
246352,"fort collins, colorado, usa",29.0
250006,"glendale, california, usa",36.0
265784,"san jose, california, usa",
266228,"london, england, united kingdom",26.0
269831,"kansas city, missouri, usa",
4785,"litchfield, connecticut, usa",30.0
15765,"queens, new york, usa",34.0
16121,"tarrytown, new york, usa",37.0
22252,"elmhurst, new york, usa",38.0
31332,"cottage grove, oregon, usa",18.0
35698,"cambridge, england, united kingdom",29.0
35841,"st. thomas, ontario, canada",27.0
36103,"chicago, illinois, usa",
42887,"san jose, california, usa",30.0
43052,"san francisco, , usa",30.0
43392,"north hollywood, california, usa",
60476,"coquitlam, british columbia, canada",35.0
71230,"minneapolis, minnesota, usa",
72527,"calgary, ,",
73955,"toronto, ontario, canada",
75934,"renton, washington, usa",
76071,"boise, idaho, usa",33.0
82308,"eugene, oregon, usa",
82886,"columbia, south carolina, usa",
87999,"annapolis, maryland, usa",
102939,"federal way, washington, usa",47.0
112402,"east burke, vermont, usa",36.0
114634,"bucharest, n/a, romania",
116489,"dayton, ohio, usa",25.0
117925,"santa ana, california, usa",40.0
118528,"newton, massachusetts, usa",27.0
130705,"sydney, new south wales, australia",29.0
131588,"hermosa beach, california, usa",27.0
141088,"portland, maine, usa",
144403,"boca raton, florida, usa",
148604,"oakland, california, usa",
150379,"providence, rhode island, usa",31.0
155992,"hyattsville, maryland, usa",32.0
156625,"baton rouge, louisiana, usa",
163871,"new york, new york, usa",
167747,"perkasie, n/a, usa",
168500,"lancaster, pennsylvania, usa",30.0
185741,"midlothian, virginia, usa",
186032,"sandy, oregon, usa",36.0
188140,"niagara region, ontario, canada",31.0
197000,"st louis, missouri, usa",
210174,", , singapore",
211152,"ava, missouri, usa",33.0
213108,"fairhope, alabama, usa",32.0
228652,"toronto, ,",
233366,"kennetcook, nova scotia, canada",29.0
235805,"edinburgh, scotland, united kingdom",27.0
237381,"mississauga, ontario, canada",
248718,"hyde park, new york, usa",43.0
249598,"dallas, texas, usa",25.0
251278,"west st. paul, minnesota, usa",34.0
257133,"san diego, california, usa",
65032,"norwood, massachusetts, usa",17.0
104550,"lisboa, lisboa, portugal",22.0
167507,"cardiff, wales, united kingdom",21.0
3752,"langenthal, bern, switzerland",44.0
70703,"porto, n/a, portugal",33.0
98961,"dublin, n/a, ireland",36.0
140863,"bonn, nordrhein-westfalen, germany",32.0
207623,"karlsruhe, baden-wuerttemberg, germany",38.0
244545,"bridgwater, england, united kingdom",22.0
16949,"cadillac, michigan, usa",49.0
34726,"brevard, north carolina, usa",42.0
38277,"santa clara, california, usa",45.0
67174,"lawrence, kansas, usa",20.0
68561,"hendersonville, north carolina, usa",59.0
85305,"inverness, scotland, united kingdom",48.0
94151,"albuquerque, new mexico, usa",25.0
106885,"tallahassee, florida, usa",
112580,"aurora, ,",31.0
117435,"portland, oregon, usa",
118055,"rockville, maryland, usa",
135186,"naperville, illinois, usa",40.0
163821,"lompoc, california, usa",
169357,"sherrills ford, north carolina, usa",64.0
174848,"metuchen, new jersey, usa",
193518,"seattle, washington,",
201952,"dallas, texas, usa",
202206,"austin, texas, usa",57.0
216188,"toronto, ,",
221887,"anderson, south carolina, usa",
229499,"seattle, washington, usa",16.0
241332,"farmington, new mexico, usa",
253228,"harrisonburg, virginia, usa",
63923,"dublin, dublin, ireland",21.0
66229,"alton, illinois, usa",
67749,"oklahoma city, oklahoma, usa",13.0
83110,"wilmington, north carolina, usa",45.0
141794,"milano, lombardia, italy",30.0
167011,"sydney, nsw, australia",
202919,"waterloo, new york, usa",
208348,"chicago, illinois, usa",
238125,"boston, massachusetts, usa",49.0
113955,"webster, new york, usa",16.0
119168,"maynooth, kildare, ireland",17.0
119248,"fpo, ap, usa",12.0
129531,"prospect, ,",
179216,"sevilla, sevilla, spain",25.0
184292,"waukesha, wisconsin, usa",22.0
203877,"scottsdale, arizona, usa",
228466,"madison, ohio, usa",16.0
236668,"kanata, ontario, canada",20.0
264390,"hamilton, ontario, canada",23.0
383,"carmichael, california, usa",
2388,"hawley, pennsylvania, usa",64.0
6333,"san jose, california, usa",45.0
6637,"las vegas, nevada, usa",30.0
6704,"san francisco, california, usa",32.0
7874,"damascus, maryland, usa",25.0
10921,"middleburg, florida, usa",65.0
11474,"bloomington, minnesota, usa",
15179,"beltsville, maryland, usa",54.0
16781,"marion, iowa, usa",
17721,"edmonton, alberta, canada",28.0
18722,"fairfield, connecticut, usa",41.0
19725,"seattle, washington, usa",
30887,"new milford, connecticut, usa",38.0
31158,"clyde, ohio, usa",33.0
33249,"washburn, wisconsin, usa",
36491,"glens falls, new york, usa",42.0
37454,"dallas, texas, usa",24.0
37760,"friendswood, texas, usa",32.0
40838,"wimberley, texas, usa",54.0
41177,"austin, texas, usa",38.0
41910,"mountlake terrace, washington, usa",55.0
42208,"sparks, nevada, usa",32.0
44635,"mount vernon, new york, usa",36.0
50416,"south lyon, michigan, usa",33.0
52226,"yukon, oklahoma, usa",58.0
54201,"newtown, connecticut, usa",
62577,"dripping springs, texas, usa",50.0
63024,"rock island, illinois, usa",52.0
65190,"toronto, ontario, canada",24.0
67734,"st. louis, missouri, usa",44.0
68082,"atlanta, georgia, usa",37.0
71657,"hanover park., , usa",27.0
72303,"kansas city, missouri, usa",28.0
76933,"houston, texas, usa",
77971,"east greenbush, new york, usa",60.0
78867,"chicago, illinois, usa",
79980,"savage, minnesota, usa",
82917,"middlesex, vermont, usa",
83584,"butler, wisconsin, usa",32.0
84257,"snohomish, washington, usa",57.0
89913,"baltimore, maryland, usa",
91420,"no. sandwich, new hampshire, usa",
95803,"washington, new hampshire, usa",52.0
96422,"playa del rey, california, usa",30.0
96623,"ossining, new york, usa",39.0
98804,"vista, california, usa",54.0
98908,"charlotte, north carolina, usa",43.0
103475,"toronto, ontario, canada",22.0
104816,"iowa city, iowa, usa",
106937,"winter springs, florida, usa",43.0
107326,"denver, colorado, usa",28.0
107654,"arlington, virginia, usa",33.0
108981,"cleveland, ohio, usa",
110204,"ellicott city, maryland, usa",55.0
117162,"watertown, massachusetts, usa",
118347,"santa clarita, california, usa",33.0
121114,"stockholm, new jersey, usa",56.0
122643,"cincinnati, ohio, usa",
126044,"olivehurst, ,",53.0
127795,"schaumburg, illinois, usa",
127836,"loveland, colorado, usa",53.0
129213,"atlanta, georgia, usa",44.0
129526,"westbury, new york, usa",48.0
129777,"portsmouth, virginia, usa",46.0
130882,"lahore, punjab, pakistan",28.0
130952,"brigden, ontario, canada",15.0
133256,"los angeles, california, usa",19.0
133821,"phoenix, arizona, usa",
133950,"san diego, california, usa",
134171,"pompano beach, florida, usa",39.0
134641,"dartmouth, nova scotia, canada",48.0
135043,"suffolk, virginia, usa",
136014,"seattle, washington, usa",
137065,"san francisco, california, usa",39.0
138146,"warwick, rhode island, usa",37.0
139826,"alvin, ,",
143342,"krum, texas, usa",35.0
143413,"eagan, minnesota, usa",
146991,"austin, texas, usa",38.0
149267,"winter park, florida, usa",34.0
151122,"olympia, washington, usa",42.0
151470,"lutz, florida, usa",34.0
154791,"new haven, connecticut, usa",
155450,"macon, georgia, usa",
156304,"clermont, florida, usa",50.0
156651,"halifax, massachusetts, usa",47.0
158057,"almont, michigan, usa",46.0
160725,"morgan hill, california, usa",51.0
161995,"portland, oregon, usa",
164425,"grafton, wisconsin, usa",
168636,"cumming, georgia, usa",
169293,"reston, virginia, usa",
170255,"belmont, massachusetts, usa",
170574,"belmont, massachusetts, usa",
170787,"portland, oregon, usa",38.0
170882,"mount airy, maryland, usa",56.0
172119,"alexandria, virginia, usa",28.0
173935,"dale city, virginia, usa",25.0
174998,"citrus heights, california, usa",
184121,"new freedom, pennsylvania, usa",37.0
186446,"norwood, massachusetts, usa",47.0
188909,"helena, montana, usa",
196113,"austin, texas, usa",
197598,"mckinney, texas, usa",34.0
198306,"winchester, connecticut, usa",15.0
201519,"boulder, colorado, usa",45.0
204792,"clinton corners, new york, usa",44.0
206655,"ladson, south carolina, usa",24.0
208064,"portland, oregon, usa",
208085,"roanoke, virginia, usa",49.0
208683,"san jose, california, usa",
208751,"lafayette, california, usa",55.0
209042,"exton, pennsylvania, usa",49.0
209148,"cincinnati, ohio, usa",33.0
210905,"hollidaysburg, pennsylvania, usa",30.0
212579,"south bend, indiana, usa",52.0
213598,"homer, alaska, usa",28.0
216877,"janesville, wisconsin, usa",29.0
216935,"austin, texas, usa",13.0
217458,"houston, texas, usa",43.0
219331,"arcata, california, usa",
219611,"san diego, california, usa",
220660,"chicago, illinois, usa",63.0
222363,"edmonton, alberta, canada",47.0
226689,"arcata, california, usa",54.0
234066,"palos verdes peninsula, california, usa",45.0
236943,"evergreen, colorado, usa",42.0
237646,"rockville, maryland, usa",56.0
238014,"manchester, new hampshire, usa",
239460,"two harbors, california, usa",26.0
244204,"holyoke, massachusetts, usa",
246923,"washington, dc, usa",24.0
249053,"greenwood, indiana, usa",
250894,"oceanside, california, usa",30.0
252843,"ogden, utah, usa",
254174,"swampscott, massachusetts, usa",47.0
254237,"philadelphia, pennsylvania, usa",44.0
254268,"arlington, texas, usa",48.0
256860,"bloomfield, new jersey, usa",
258115,"rumson, new jersey, usa",42.0
259622,"houston, texas, usa",
261731,"southgate, michigan, usa",40.0
261819,"mansfield,, texas, usa",35.0
262051,"grosse pointe, michigan,",
262666,"halifax, nova scotia, canada",
268239,"rock hill, south carolina, usa",
272924,"san francisco, california, usa",
277803,"baton rouge, louisiana, usa",17.0
277958,"north royalton, ohio, usa",60.0
278541,"ottawa, ontario, canada",
49556,"reading, england, united kingdom",18.0
36741,"hr. grace, newfoundland, canada",24.0
100454,"jacksonville, florida, usa",23.0
161455,"tulsa, oklahoma, usa",36.0
242465,"visalia, california, usa",36.0
255856,"st. louis, missouri, usa",27.0
23705,"chicago, illinois, usa",27.0
132981,"chicago, ,",35.0
161237,"new york, new york, usa",36.0
169600,"lisboa, miraflores, portugal",28.0
250590,"ottawa, ontario, canada",
3079,"asheville, north carolina, usa",
12137,"north vancouver, british columbia, canada",
12307,"gold bar, washington, usa",19.0
13766,"wilmington, north carolina, usa",
18176,"brookfield, illinois, usa",
18689,"pullman, washington, usa",
28082,"west hartford, connecticut, usa",74.0
33119,"mosman, new south wales, australia",23.0
36879,"boston, massachusetts, usa",43.0
37080,"bakersfield, california, usa",
40450,"midland, texas, usa",
55066,"vancouver, washington, usa",
69790,"sydney, new south wales, australia",41.0
74691,"birmingham, alabama, usa",49.0
95445,"scarborough, ontario, canada",16.0
100815,"vancouver, british columbia, canada",30.0
103944,"hackettstown, new jersey, usa",
104439,"stratford, ontario, canada",
108485,"roseburg, oregon, usa",32.0
112807,"winter springs, florida, usa",59.0
116548,"davidson, north carolina, usa",42.0
117859,"charleston, west virginia, usa",34.0
119066,"norfolk, virginia, australia",25.0
120048,"bradenton, florida,",
122232,"new milford, connecticut, usa",45.0
127384,"gainesville, texas, usa",32.0
129680,"franklin, massachusetts, usa",
131166,"san antonio, texas, usa",
136969,"rocheseter, new york, usa",
137211,"charlotte, north carolina, usa",
138125,"hacienda heights, california, usa",30.0
139300,"nürnberg, bayern, germany",28.0
152548,"billerica, massachusetts, usa",30.0
153950,"dover-foxcroft, maine, usa",
154954,"cardiff, england, united kingdom",24.0
158621,"memphis, tasmania, usa",
161265,"annapolis, maryland, usa",44.0
162068,"cleveland, ,",25.0
163539,"glen ellyn, illinois, usa",59.0
168999,"oshkosh, wisconsin, usa",28.0
169052,"jacksonville, florida, usa",
169626,"mclean, virginia, usa",53.0
174138,"avon park, florida, usa",
177316,"pawleys island, south carolina, usa",
183047,"albany, california, usa",
186749,"seminole, florida, usa",
191452,"mafra, lisbon, portugal",39.0
193495,"boke, basse cote, guinea",
193834,"knoxville, tennessee, usa",38.0
205765,"minneapolis, minnesota, usa",27.0
207316,"duluth, minnesota, usa",
211551,"bakersfield, california, usa",
217595,"distrito federal, mexico, mexico",31.0
218010,"vancouver, british columbia, canada",30.0
225188,"san francisco, california, usa",43.0
225659,"madrid, madrid, spain",35.0
243759,"lock haven, pennsylvania, usa",51.0
243896,"livermore, california, usa",52.0
245026,"raleigh, north carolina, usa",53.0
245179,"angleton, texas,",28.0
250368,"clovis, california, usa",
250935,"chester, cheshire,",
252775,"colchester, england, united kingdom",24.0
252806,"elkridge, maryland, usa",37.0
253052,"windsor, connecticut, usa",17.0
257707,"stafford, virginia, usa",34.0
262902,"sydney, new south wales, australia",32.0
271000,"cambridge, massachusetts, usa",
271955,"jakarta, n/a, indonesia",35.0
256815,"boulder, colorado, usa",
141600,"dallas, texas, usa",35.0
275264,"philadelphia, pennsylvania, usa",35.0
150663,"nightsky, oregon, usa",24.0
250733,"melbourne, victoria, australia",
15135,"shreveport, louisiana, usa",33.0
231833,"covington, kentucky, usa",
18880,"balimore, maryland, usa",37.0
113203,"sackville, new brunswick, canada",23.0
163523,"lr. sackville, nova scotia, canada",54.0
87607,"seattle, washington, usa",
121101,"los angeles, california, usa",18.0
130869,"melbourne, florida, usa",
159603,"los angeles, california, usa",31.0
234721,"hazelwood, missouri, usa",
239748,"tigard, ,",46.0
260324,"goteborg, n/a, sweden",31.0
3669,"williamsburg, massachusetts, usa",34.0
197609,"owensville, indiana, usa",33.0
1597,"west columbia, texas, usa",23.0
6178,"topeka, ,",
15051,"carbondale, colorado, usa",48.0
16013,"kannapolis, north carolina, usa",35.0
20064,"kansas city, missouri, usa",
20294,"san diego, california, usa",
20418,"new york, new york, usa",21.0
21145,"spring valley, california, usa",66.0
27231,"page, arizona, usa",31.0
29846,"newport news, virginia, usa",49.0
38345,"oviedo, florida, usa",46.0
39311,"vista, california, usa",
40751,"boston, massachusetts, usa",19.0
50110,"olympia, washington, usa",60.0
50205,"oceanside, california, usa",62.0
53100,"charlotte, north carolina, usa",
59595,"peoria, arizona, usa",
59874,"rochester, michigan, usa",
61018,"livermore, california, usa",
62025,"napa, california, usa",29.0
71800,"sunnyvale, california, usa",
74136,"walnut creek, california, usa",70.0
88854,"minchinhampton, stroud, united kingdom",
98988,"omaha, nebraska,",42.0
100121,"kansas city, missouri, usa",47.0
109108,"richmond hill, ontario, canada",
111727,"inverness, florida, usa",59.0
112946,"ringwood, oklahoma, usa",51.0
117495,"sheldon, illinois, usa",50.0
123238,"florissant, missouri, usa",57.0
126149,"salt lake city, utah, usa",
144811,"brantford, ontario, canada",44.0
151263,"baltimore, maryland, usa",
151271,"topeka, kansas, usa",58.0
161317,"lake city, minnesota, usa",
175544,"st. louis park, minnesota, usa",25.0
176102,"exton, ,",
